"UID","ID_Base","Categoría","Modelo Principal","Modelo","Submodelo","ctx_precio","precio_num","precio_lista_num","bono_num","Precio_Texto","fuente_texto_raw","Modelo_URL","Archivo_Origen","Fecha","Timestamp","estado","Tipo_Vehiculo"
"9dffa11c06eb","bmw|serie-3|serie-3","BMW","Serie 3","Serie 3","330i M Sport","financiamiento:marca","498000000","503000000","5000000","$498.000.000","330i M Sport
$49.800.000

Precio con bono: $500,000
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/bmw/serie-3","dataset_autos_completo_revised.csv","2025-09-08","2026-02-05T23:53:42.596Z","vigente","Sedan"
"5195462a198b","kia|morning|morning","Kia","Morning","Morning","Morning EX","financiamiento:marca","98900000","98900000","00","$98.900.000","Morning EX
$9.890.000

Precio con bono: $0
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2025-04-13","2026-02-05T23:53:42.596Z","vigente","City Car"
"514e2b15b567","bmw|serie-3-touring|serie-3-touring","BMW","Serie 3 Touring","Serie 3 Touring","330i Touring M Sport","financiamiento:marca","508100000","508100000","00","$508.100.000","330i Touring M Sport
$50.810.000

Precio con bono: $0
Tipo: Station Wagon
COTIZAR","https://www.ejemplo.com/autos/bmw/serie-3-touring","dataset_autos_completo_revised.csv","2023-05-12","2026-02-05T23:53:42.596Z","vigente","Station Wagon"
"b2dc3bc0a0d6","chevrolet|spin|spin","Chevrolet","Spin","Spin","Spin Activ 7","financiamiento:marca","132300000","147300000","15000000","$132.300.000","Spin Activ 7
$13.230.000

Precio con bono: $1,500,000
Tipo: Minivan
COTIZAR","https://www.ejemplo.com/autos/chevrolet/spin","dataset_autos_completo_revised.csv","2024-08-02","2026-02-05T23:53:42.596Z","vigente","Minivan"
"da4a50d232dc","hyundai|tucson|tucson","Hyundai","Tucson","Tucson","Tucson GL","financiamiento:marca","210300000","240300000","30000000","$210.300.000","Tucson GL
$21.030.000

Precio con bono: $3,000,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/hyundai/tucson","dataset_autos_completo_revised.csv","2025-03-02","2026-02-05T23:53:42.596Z","vigente","SUV"
"a05e8a35ac8f","chevrolet|camaro|camaro","Chevrolet","Camaro","Camaro","Camaro ZL1","financiamiento:marca","419300000","449300000","30000000","$419.300.000","Camaro ZL1
$41.930.000

Precio con bono: $3,000,000
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/chevrolet/camaro","dataset_autos_completo_revised.csv","2023-12-21","2026-02-05T23:53:42.596Z","vigente","Coupé"
"c7696beb7782","ford|f-150|f-150","Ford","F-150","F-150","F-150 Platinum","financiamiento:marca","479000000","519000000","40000000","$479.000.000","F-150 Platinum
$47.900.000

Precio con bono: $4,000,000
Tipo: Pick up
COTIZAR","https://www.ejemplo.com/autos/ford/f-150","dataset_autos_completo_revised.csv","2024-06-05","2026-02-05T23:53:42.596Z","vigente","Pick up"
"f524dd646c87","chevrolet|camaro|camaro","Chevrolet","Camaro","Camaro","Camaro SS","financiamiento:marca","433900000","433900000","00","$433.900.000","Camaro SS
$43.390.000

Precio con bono: $0
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/chevrolet/camaro","dataset_autos_completo_revised.csv","2023-01-29","2026-02-05T23:53:42.596Z","vigente","Coupé"
"714deb50e1db","mazda|mazda3|mazda3","Mazda","Mazda3","Mazda3","Mazda3 Sedan V","financiamiento:marca","174700000","204700000","30000000","$174.700.000","Mazda3 Sedan V
$17.470.000

Precio con bono: $3,000,000
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/mazda/mazda3","dataset_autos_completo_revised.csv","2024-12-20","2026-02-05T23:53:42.596Z","vigente","Sedan"
"89744694f204","kia|morning|morning","Kia","Morning","Morning","Morning LX","financiamiento:marca","77100000","87100000","10000000","$77.100.000","Morning LX
$7.710.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2023-01-28","2026-02-05T23:53:42.596Z","vigente","City Car"
"6f20ff7cc3a0","mazda|cx-5|cx-5","Mazda","Cx-5","CX-5","CX-5 R","financiamiento:marca","280800000","280800000","00","$280.800.000","CX-5 R
$28.080.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/mazda/cx-5","dataset_autos_completo_revised.csv","2025-01-20","2026-02-05T23:53:42.596Z","vigente","SUV"
"9f132f71b025","chevrolet|onix|onix","Chevrolet","Onix","Onix","Onix Turbo Premier","financiamiento:marca","127200000","137200000","10000000","$127.200.000","Onix Turbo Premier
$12.720.000

Precio con bono: $1,000,000
Tipo: Hatchback
COTIZAR","https://www.ejemplo.com/autos/chevrolet/onix","dataset_autos_completo_revised.csv","2024-04-15","2026-02-05T23:53:42.596Z","vigente","Hatchback"
"d27b6d711fe2","ford|mustang|mustang","Ford","Mustang","Mustang","Mustang GT 5.0","financiamiento:marca","448200000","453200000","5000000","$448.200.000","Mustang GT 5.0
$44.820.000

Precio con bono: $500,000
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/ford/mustang","dataset_autos_completo_revised.csv","2024-08-06","2026-02-05T23:53:42.596Z","vigente","Coupé"
"92942b891036","suzuki|jimny|jimny","Suzuki","Jimny","Jimny","Jimny 5 Puertas","financiamiento:marca","176800000","176800000","00","$176.800.000","Jimny 5 Puertas
$17.680.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/suzuki/jimny","dataset_autos_completo_revised.csv","2024-10-08","2026-02-05T23:53:42.596Z","vigente","SUV"
"5d2a9f25318c","ford|explorer|explorer","Ford","Explorer","Explorer","Explorer Limited","financiamiento:marca","426200000","426200000","00","$426.200.000","Explorer Limited
$42.620.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/ford/explorer","dataset_autos_completo_revised.csv","2023-12-31","2026-02-05T23:53:42.596Z","vigente","SUV"
"7e0126d17b34","chevrolet|tracker|tracker","Chevrolet","Tracker","Tracker","Tracker Premier AT","financiamiento:marca","179600000","194600000","15000000","$179.600.000","Tracker Premier AT
$17.960.000

Precio con bono: $1,500,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/chevrolet/tracker","dataset_autos_completo_revised.csv","2025-12-25","2026-02-05T23:53:42.596Z","vigente","SUV"
"745e28db711d","mazda|mazda3|mazda3","Mazda","Mazda3","Mazda3","Mazda3 GTX","financiamiento:marca","199500000","199500000","00","$199.500.000","Mazda3 GTX
$19.950.000

Precio con bono: $0
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/mazda/mazda3","dataset_autos_completo_revised.csv","2023-03-25","2026-02-05T23:53:42.596Z","vigente","Sedan"
"6370419a4279","bmw|z4|z4","BMW","Z4","Z4","Z4 sDrive20i","financiamiento:marca","652400000","667400000","15000000","$652.400.000","Z4 sDrive20i
$65.240.000

Precio con bono: $1,500,000
Tipo: Convertible
COTIZAR","https://www.ejemplo.com/autos/bmw/z4","dataset_autos_completo_revised.csv","2025-09-23","2026-02-05T23:53:42.596Z","vigente","Convertible"
"3b1382f46ace","mazda|mazda3|mazda3","Mazda","Mazda3","Mazda3","Mazda3 Sport","financiamiento:marca","207300000","207300000","00","$207.300.000","Mazda3 Sport
$20.730.000

Precio con bono: $0
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/mazda/mazda3","dataset_autos_completo_revised.csv","2023-11-21","2026-02-05T23:53:42.596Z","vigente","Sedan"
"4108a3208b29","bmw|z4|z4","BMW","Z4","Z4","Z4 M40i","financiamiento:marca","581600000","581600000","00","$581.600.000","Z4 M40i
$58.160.000

Precio con bono: $0
Tipo: Convertible
COTIZAR","https://www.ejemplo.com/autos/bmw/z4","dataset_autos_completo_revised.csv","2023-07-03","2026-02-05T23:53:42.596Z","vigente","Convertible"
"84036128730c","toyota|rav4|rav4","Toyota","Rav4","RAV4","RAV4 XLE","financiamiento:marca","248300000","253300000","5000000","$248.300.000","RAV4 XLE
$24.830.000

Precio con bono: $500,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/toyota/rav4","dataset_autos_completo_revised.csv","2023-08-07","2026-02-05T23:53:42.596Z","vigente","SUV"
"ab571feccf38","mazda|mazda3|mazda3","Mazda","Mazda3","Mazda3","Mazda3 Sedan V","financiamiento:marca","207700000","207700000","00","$207.700.000","Mazda3 Sedan V
$20.770.000

Precio con bono: $0
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/mazda/mazda3","dataset_autos_completo_revised.csv","2023-12-01","2026-02-05T23:53:42.596Z","vigente","Sedan"
"911634b7a34e","hyundai|grand-i10|grand-i10","Hyundai","Grand I10","Grand i10","Grand i10 HB GLS","financiamiento:marca","93300000","103300000","10000000","$93.300.000","Grand i10 HB GLS
$9.330.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/hyundai/grand-i10","dataset_autos_completo_revised.csv","2025-05-23","2026-02-05T23:53:42.596Z","vigente","City Car"
"92225804a2e8","ford|mustang|mustang","Ford","Mustang","Mustang","Mustang GT 5.0","financiamiento:marca","409100000","409100000","00","$409.100.000","Mustang GT 5.0
$40.910.000

Precio con bono: $0
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/ford/mustang","dataset_autos_completo_revised.csv","2023-06-19","2026-02-05T23:53:42.596Z","vigente","Coupé"
"affcbc9f7c1f","kia|morning|morning","Kia","Morning","Morning","Morning EX","financiamiento:marca","80100000","90100000","10000000","$80.100.000","Morning EX
$8.010.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2023-01-06","2026-02-05T23:53:42.596Z","vigente","City Car"
"50a183b04c85","hyundai|tucson|tucson","Hyundai","Tucson","Tucson","Tucson TL","financiamiento:marca","226800000","236800000","10000000","$226.800.000","Tucson TL
$22.680.000

Precio con bono: $1,000,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/hyundai/tucson","dataset_autos_completo_revised.csv","2024-11-28","2026-02-05T23:53:42.596Z","vigente","SUV"
"551060cbdb96","chevrolet|camaro|camaro","Chevrolet","Camaro","Camaro","Camaro Coupé V8","financiamiento:marca","437100000","437100000","00","$437.100.000","Camaro Coupé V8
$43.710.000

Precio con bono: $0
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/chevrolet/camaro","dataset_autos_completo_revised.csv","2023-12-29","2026-02-05T23:53:42.596Z","vigente","Coupé"
"720defeedac6","kia|morning|morning","Kia","Morning","Morning","Morning EX","financiamiento:marca","91900000","101900000","10000000","$91.900.000","Morning EX
$9.190.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2025-04-03","2026-02-05T23:53:42.596Z","vigente","City Car"
"116e1e4732eb","toyota|yaris|yaris","Toyota","Yaris","Yaris","Yaris Hatchback GLI","financiamiento:marca","107600000","122600000","15000000","$107.600.000","Yaris Hatchback GLI
$10.760.000

Precio con bono: $1,500,000
Tipo: Hatchback
COTIZAR","https://www.ejemplo.com/autos/toyota/yaris","dataset_autos_completo_revised.csv","2024-04-20","2026-02-05T23:53:42.596Z","vigente","Hatchback"
"1b47884bd87b","chevrolet|tracker|tracker","Chevrolet","Tracker","Tracker","Tracker LS MT","financiamiento:marca","156200000","166200000","10000000","$156.200.000","Tracker LS MT
$15.620.000

Precio con bono: $1,000,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/chevrolet/tracker","dataset_autos_completo_revised.csv","2024-03-21","2026-02-05T23:53:42.596Z","vigente","SUV"
"5bb138e15d4b","suzuki|swift|swift","Suzuki","Swift","Swift","Swift GL","financiamiento:marca","117100000","117100000","00","$117.100.000","Swift GL
$11.710.000

Precio con bono: $0
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/suzuki/swift","dataset_autos_completo_revised.csv","2025-06-19","2026-02-05T23:53:42.596Z","vigente","City Car"
"5b005e813c7c","kia|morning|morning","Kia","Morning","Morning","Morning EX","financiamiento:marca","80000000","90000000","10000000","$80.000.000","Morning EX
$8.000.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2023-10-12","2026-02-05T23:53:42.596Z","vigente","City Car"
"820eca1eb581","suzuki|swift|swift","Suzuki","Swift","Swift","Swift Sport Turbo","financiamiento:marca","116700000","116700000","00","$116.700.000","Swift Sport Turbo
$11.670.000

Precio con bono: $0
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/suzuki/swift","dataset_autos_completo_revised.csv","2024-04-02","2026-02-05T23:53:42.596Z","vigente","City Car"
"a2ea2b95e4bd","mazda|mazda3|mazda3","Mazda","Mazda3","Mazda3","Mazda3 Sport","financiamiento:marca","190200000","210200000","20000000","$190.200.000","Mazda3 Sport
$19.020.000

Precio con bono: $2,000,000
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/mazda/mazda3","dataset_autos_completo_revised.csv","2024-05-23","2026-02-05T23:53:42.596Z","vigente","Sedan"
"014aaea57bd0","suzuki|jimny|jimny","Suzuki","Jimny","Jimny","Jimny GL","financiamiento:marca","162400000","162400000","00","$162.400.000","Jimny GL
$16.240.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/suzuki/jimny","dataset_autos_completo_revised.csv","2023-02-18","2026-02-05T23:53:42.596Z","vigente","SUV"
"e9b0968d0c09","ford|mustang|mustang","Ford","Mustang","Mustang","Mustang Mach 1","financiamiento:marca","438100000","468100000","30000000","$438.100.000","Mustang Mach 1
$43.810.000

Precio con bono: $3,000,000
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/ford/mustang","dataset_autos_completo_revised.csv","2025-12-31","2026-02-05T23:53:42.596Z","vigente","Coupé"
"58da3cc13a07","toyota|hilux|hilux","Toyota","Hilux","Hilux","Hilux GR-Sport","financiamiento:marca","280300000","300300000","20000000","$280.300.000","Hilux GR-Sport
$28.030.000

Precio con bono: $2,000,000
Tipo: Pick up
COTIZAR","https://www.ejemplo.com/autos/toyota/hilux","dataset_autos_completo_revised.csv","2023-10-31","2026-02-05T23:53:42.596Z","vigente","Pick up"
"45e338389994","suzuki|jimny|jimny","Suzuki","Jimny","Jimny","Jimny GLX","financiamiento:marca","165700000","175700000","10000000","$165.700.000","Jimny GLX
$16.570.000

Precio con bono: $1,000,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/suzuki/jimny","dataset_autos_completo_revised.csv","2024-04-10","2026-02-05T23:53:42.596Z","vigente","SUV"
"e9cdd841752e","hyundai|tucson|tucson","Hyundai","Tucson","Tucson","Tucson GL","financiamiento:marca","216900000","246900000","30000000","$216.900.000","Tucson GL
$21.690.000

Precio con bono: $3,000,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/hyundai/tucson","dataset_autos_completo_revised.csv","2025-04-29","2026-02-05T23:53:42.596Z","vigente","SUV"
"272d977f8026","hyundai|tucson|tucson","Hyundai","Tucson","Tucson","Tucson TL","financiamiento:marca","250800000","250800000","00","$250.800.000","Tucson TL
$25.080.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/hyundai/tucson","dataset_autos_completo_revised.csv","2024-11-28","2026-02-05T23:53:42.596Z","vigente","SUV"
"bea3c7401e07","ford|f-150|f-150","Ford","F-150","F-150","F-150 Raptor","financiamiento:marca","511200000","541200000","30000000","$511.200.000","F-150 Raptor
$51.120.000

Precio con bono: $3,000,000
Tipo: Pick up
COTIZAR","https://www.ejemplo.com/autos/ford/f-150","dataset_autos_completo_revised.csv","2025-05-07","2026-02-05T23:53:42.596Z","vigente","Pick up"
"75599607e4c2","toyota|corolla|corolla","Toyota","Corolla","Corolla","Corolla GLI","financiamiento:marca","176400000","176400000","00","$176.400.000","Corolla GLI
$17.640.000

Precio con bono: $0
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/toyota/corolla","dataset_autos_completo_revised.csv","2024-07-09","2026-02-05T23:53:42.596Z","vigente","Sedan"
"925933b8a286","bmw|serie-3|serie-3","BMW","Serie 3","Serie 3","320i","financiamiento:marca","468300000","468300000","00","$468.300.000","320i
$46.830.000

Precio con bono: $0
Tipo: Sedan
COTIZAR","https://www.ejemplo.com/autos/bmw/serie-3","dataset_autos_completo_revised.csv","2024-04-19","2026-02-05T23:53:42.596Z","vigente","Sedan"
"84fd13a008d8","mazda|cx-5|cx-5","Mazda","Cx-5","CX-5","CX-5 GT","financiamiento:marca","230900000","260900000","30000000","$230.900.000","CX-5 GT
$23.090.000

Precio con bono: $3,000,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/mazda/cx-5","dataset_autos_completo_revised.csv","2023-09-20","2026-02-05T23:53:42.596Z","vigente","SUV"
"1e332732cf72","hyundai|grand-i10|grand-i10","Hyundai","Grand I10","Grand i10","Grand i10 HB GLS","financiamiento:marca","89200000","99200000","10000000","$89.200.000","Grand i10 HB GLS
$8.920.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/hyundai/grand-i10","dataset_autos_completo_revised.csv","2023-10-09","2026-02-05T23:53:42.596Z","vigente","City Car"
"b2a659373819","suzuki|swift|swift","Suzuki","Swift","Swift","Swift GLX","financiamiento:marca","111300000","116300000","5000000","$111.300.000","Swift GLX
$11.130.000

Precio con bono: $500,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/suzuki/swift","dataset_autos_completo_revised.csv","2025-01-25","2026-02-05T23:53:42.596Z","vigente","City Car"
"cf382c99ac67","kia|morning|morning","Kia","Morning","Morning","Morning LX","financiamiento:marca","98200000","98200000","00","$98.200.000","Morning LX
$9.820.000

Precio con bono: $0
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2025-06-15","2026-02-05T23:53:42.596Z","vigente","City Car"
"859e716e01ee","toyota|supra|supra","Toyota","Supra","Supra","GR Supra 2.0L","financiamiento:marca","592800000","592800000","00","$592.800.000","GR Supra 2.0L
$59.280.000

Precio con bono: $0
Tipo: Coupé
COTIZAR","https://www.ejemplo.com/autos/toyota/supra","dataset_autos_completo_revised.csv","2024-02-15","2026-02-05T23:53:42.596Z","vigente","Coupé"
"ebfda143b9f3","ford|explorer|explorer","Ford","Explorer","Explorer","Explorer XLT","financiamiento:marca","451000000","451000000","00","$451.000.000","Explorer XLT
$45.100.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/ford/explorer","dataset_autos_completo_revised.csv","2024-02-12","2026-02-05T23:53:42.596Z","vigente","SUV"
"979e37471fe9","suzuki|jimny|jimny","Suzuki","Jimny","Jimny","Jimny 5 Puertas","financiamiento:marca","162300000","167300000","5000000","$162.300.000","Jimny 5 Puertas
$16.230.000

Precio con bono: $500,000
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/suzuki/jimny","dataset_autos_completo_revised.csv","2024-01-26","2026-02-05T23:53:42.596Z","vigente","SUV"
"400161fce4ec","mazda|mx-5|mx-5","Mazda","Mx-5","MX-5","MX-5 Miata RF","financiamiento:marca","308300000","328300000","20000000","$308.300.000","MX-5 Miata RF
$30.830.000

Precio con bono: $2,000,000
Tipo: Convertible
COTIZAR","https://www.ejemplo.com/autos/mazda/mx-5","dataset_autos_completo_revised.csv","2024-08-17","2026-02-05T23:53:42.596Z","vigente","Convertible"
"a2292fe6ab83","bmw|serie-3-touring|serie-3-touring","BMW","Serie 3 Touring","Serie 3 Touring","330i Touring M Sport","financiamiento:marca","550400000","555400000","5000000","$550.400.000","330i Touring M Sport
$55.040.000

Precio con bono: $500,000
Tipo: Station Wagon
COTIZAR","https://www.ejemplo.com/autos/bmw/serie-3-touring","dataset_autos_completo_revised.csv","2025-04-28","2026-02-05T23:53:42.596Z","vigente","Station Wagon"
"2560c976d344","toyota|rav4|rav4","Toyota","Rav4","RAV4","RAV4 LE","financiamiento:marca","255100000","255100000","00","$255.100.000","RAV4 LE
$25.510.000

Precio con bono: $0
Tipo: SUV
COTIZAR","https://www.ejemplo.com/autos/toyota/rav4","dataset_autos_completo_revised.csv","2023-02-08","2026-02-05T23:53:42.596Z","vigente","SUV"
"71f0509d0655","kia|morning|morning","Kia","Morning","Morning","Morning LX","financiamiento:marca","93200000","103200000","10000000","$93.200.000","Morning LX
$9.320.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR","https://www.ejemplo.com/autos/kia/morning","dataset_autos_completo_revised.csv","2025-07-02","2026-02-05T23:53:42.596Z","vigente","City Car"
"1717475cba82","mazda|mx-5|mx-5","Mazda","Mx-5","MX-5","MX-5 Soft Top","financiamiento:marca","303500000","318500000","15000000","$303.500.000","MX-5 Soft Top
$30.350.000

Precio con bono: $1,500,000
Tipo: Convertible
COTIZAR","https://www.ejemplo.com/autos/mazda/mx-5","dataset_autos_completo_revised.csv","2024-02-10","2026-02-05T23:53:42.596Z","vigente","Convertible"
