UID;ID_Base;Categoría;Modelo Principal;Modelo;Submodelo;ctx_precio;precio_num;precio_lista_num;bono_num;Precio_Texto;fuente_texto_raw;Modelo_URL;Archivo_Origen;Fecha;Timestamp;texto_base_tipo;Tipo_Vehiculo;estado
2EA247724938;914CE919;BYD;MINI DOLPHIN;MINI DOLPHIN;GS;;18.990.000;20.990.000;2.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;Eléctrico;
DD0A29A7DF40;914CE919;BYD;MINI DOLPHIN;MINI DOLPHIN;GS;;18.490.000;20.990.000;2.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;Eléctrico;
7F7ED2B5A3F5;914CE919;BYD;MINI DOLPHIN;MINI DOLPHIN;GS;;19.490.000;20.990.000;1.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;Eléctrico;
97596A0F4222;914CE919;BYD;MINI DOLPHIN;MINI DOLPHIN;GS;;16.990.000;20.990.000;4.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;Eléctrico;
1C51E7CB3D8F;914CE919;BYD;MINI DOLPHIN;MINI DOLPHIN;GS;;16.990.000;20.990.000;4.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;Eléctrico;
4D2687B82BC6;80160008;BYD;SONG PRO ;SONG PRO ;GL;;27.490.000;28.990.000;1.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;SUV;
EA3CCB3025D2;80160008;BYD;SONG PRO ;SONG PRO ;GL;;27.490.000;28.990.000;1.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;SUV;
D42B2283DD2E;80160008;BYD;SONG PRO ;SONG PRO ;GL;;28.990.000;28.990.000;0;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
2085BB2D6FAC;80160008;BYD;SONG PRO ;SONG PRO ;GL;;26.990.000;28.990.000;2.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
9787EF4A0EBA;80160008;BYD;SONG PRO ;SONG PRO ;GL;;26.990.000;28.990.000;2.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
AB6F7EE72B61;80160008;BYD;SONG PRO ;SONG PRO ;GL;;22.990.000;28.990.000;6.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
32DB68AC3139;80160008;BYD;SONG PRO ;SONG PRO ;GL;;22.990.000;28.990.000;6.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
725080FA6914;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;29.490.000;30.990.000;1.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;SUV;
D7AE9BE6AE25;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;29.490.000;30.990.000;1.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;SUV;
8435363E9EF2;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;29.990.000;30.990.000;1.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
9DFDCBB5076D;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;29.990.000;30.990.000;1.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
E5C3C5A22990;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;28.990.000;30.990.000;2.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
D99E1CA81666;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;24.990.000;30.990.000;6.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
C40D484CFA79;6DEDC476;BYD;SONG PRO ;SONG PRO ;GS;;24.990.000;30.990.000;6.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
1D6AC7657874;BE10FC84;CHANGAN;CS15;CS15;MT COMFORT;;10.290.000;11.190.000;900.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
534A610083D0;BE10FC84;CHANGAN;CS15;CS15;MT COMFORT;;10.190.000;11.190.000;1.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
CB20E9BA6F2B;BE10FC84;CHANGAN;CS15;CS15;MT COMFORT;;10.190.000;11.190.000;1.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
4E0482D7E080;BE10FC84;CHANGAN;CS15;CS15;MT COMFORT;;10.190.000;11.190.000;1.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
9EC86B1FEACA;BE10FC84;CHANGAN;CS15;CS15;MT COMFORT;;9.990.000;11.190.000;1.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
D4DC3D1C35B1;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;16.090.000;18.890.000;2.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2024;;;SUV;
55EFCF57F0A1;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;16.090.000;18.890.000;2.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2025;;;SUV;
4107F98071EE;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;16.190.000;18.890.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-03-2025;;;SUV;
9EC3D1431997;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;16.190.000;18.890.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2025;;;SUV;
D29E3FF143BB;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;16.190.000;18.890.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-05-2025;;;SUV;
3E17BBB957E0;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.690.000;18.890.000;3.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-06-2025;;;SUV;
C0D548F987FA;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.690.000;18.890.000;3.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-07-2025;;;SUV;
AF3FEFC9858B;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.290.000;18.890.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;SUV;
9648D38CCC3E;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.390.000;18.890.000;3.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;SUV;
461D9413C0E3;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.390.000;18.890.000;3.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
438BCCE79CA8;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.090.000;18.890.000;3.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
70813AD3107C;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.090.000;18.890.000;3.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
FEE32E1CBF9B;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;16.090.000;18.890.000;2.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
2B236DD586A8;E76E692D;CHANGAN;CS35PLUS;CS35PLUS;AT ELITE;;15.890.000;18.890.000;3.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
9EB900894BE8;6BCC3887;CHANGAN;CS35PLUS;CS35PLUS;COMFORT AT;;12.890.000;16.890.000;4.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
7688E61F3F54;6BCC3887;CHANGAN;CS35PLUS;CS35PLUS;COMFORT AT;;12.890.000;16.890.000;4.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
D70CFB3F5055;6BCC3887;CHANGAN;CS35PLUS;CS35PLUS;COMFORT AT;;12.890.000;16.890.000;4.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
FC609C32736B;6BCC3887;CHANGAN;CS35PLUS;CS35PLUS;COMFORT AT;;13.590.000;16.890.000;3.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
E15BED97497B;6BCC3887;CHANGAN;CS35PLUS;CS35PLUS;COMFORT AT;;13.490.000;16.890.000;3.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
E24A4B6E13D5;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.890.000;17.590.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2024;;;SUV;
020832CB09CD;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.990.000;17.590.000;2.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2025;;;SUV;
C7B6D6BF7ED3;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.990.000;17.590.000;2.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-03-2025;;;SUV;
F11FFA330E86;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.990.000;17.590.000;2.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2025;;;SUV;
BEE87815CE14;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.690.000;17.590.000;2.900.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-05-2025;;;SUV;
B867982C7579;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.190.000;17.590.000;3.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-06-2025;;;SUV;
F0007A9BFFF6;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;13.990.000;17.590.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-07-2025;;;SUV;
3077EF9C0013;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;13.990.000;17.590.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;SUV;
0D95315F3B8E;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.290.000;17.590.000;3.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;SUV;
C437BA138102;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.390.000;17.590.000;3.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
2DAC47D8DB49;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;13.790.000;17.590.000;3.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
69A1A3634FBE;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;13.790.000;17.590.000;3.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
541585DCAD91;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.390.000;17.590.000;3.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
82A8278937F6;B9D9D925;CHANGAN;CS35PLUS;CS35PLUS;LUXURY AT;;14.390.000;17.590.000;3.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
E84F4BEB5F5B;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.090.000;22.190.000;3.100.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2024;;;SUV;
CBB948B6AE66;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.090.000;22.190.000;3.100.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2025;;;SUV;
1B67033CA30B;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.490.000;22.190.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-03-2025;;;SUV;
5E3DC87E2EF7;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.490.000;22.190.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2025;;;SUV;
24C679253656;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.490.000;22.190.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-05-2025;;;SUV;
8804EAAAD756;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.490.000;22.190.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-06-2025;;;SUV;
67F68C352C1A;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.490.000;22.190.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-07-2025;;;SUV;
34ABE76A488D;0658791B;CHANGAN;CS55;CS55;ELITE AT;;18.790.000;22.190.000;3.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;SUV;
42BA18F0BD3B;0658791B;CHANGAN;CS55;CS55;ELITE AT;;18.790.000;22.190.000;3.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;SUV;
492590A41C1E;0658791B;CHANGAN;CS55;CS55;ELITE AT;;18.590.000;22.190.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
2D686D586F57;0658791B;CHANGAN;CS55;CS55;ELITE AT;;18.590.000;22.190.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
379F5F0C878B;0658791B;CHANGAN;CS55;CS55;ELITE AT;;18.590.000;22.190.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
0BD159E59E6B;0658791B;CHANGAN;CS55;CS55;ELITE AT;;18.590.000;22.190.000;3.600.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
B717B560B969;0658791B;CHANGAN;CS55;CS55;ELITE AT;;19.690.000;22.190.000;2.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
AD1364E363E5;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.990.000;19.190.000;2.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2024;;;SUV;
EB4A145B4AE5;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.990.000;19.190.000;2.200.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2025;;;SUV;
D8F32BA8065B;08421D32;CHANGAN;CS55;CS55;Luxury AT;;17.190.000;19.190.000;2.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-03-2025;;;SUV;
80711447C403;08421D32;CHANGAN;CS55;CS55;Luxury AT;;17.190.000;19.190.000;2.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2025;;;SUV;
B2FF443FFE90;08421D32;CHANGAN;CS55;CS55;Luxury AT;;17.090.000;19.190.000;2.100.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-05-2025;;;SUV;
C8A33DC1ED72;08421D32;CHANGAN;CS55;CS55;Luxury AT;;17.090.000;19.190.000;2.100.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-06-2025;;;SUV;
0925731C7F5D;08421D32;CHANGAN;CS55;CS55;Luxury AT;;17.090.000;19.190.000;2.100.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-07-2025;;;SUV;
AD602CE3480B;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.790.000;19.190.000;2.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;SUV;
B6F6184268F8;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.790.000;19.190.000;2.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;SUV;
566E21657D17;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.790.000;19.190.000;2.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;SUV;
AE46143FBD37;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.790.000;19.190.000;2.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;SUV;
3A261BB9B497;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.790.000;19.190.000;2.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;SUV;
F4697EED2C09;08421D32;CHANGAN;CS55;CS55;Luxury AT;;16.790.000;19.190.000;2.400.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;SUV;
31DF18C728CF;08421D32;CHANGAN;CS55;CS55;Luxury AT;;15.890.000;19.190.000;3.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;SUV;
DB5EF5D6CEB5;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;19.990.000;22.990.000;3.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;Híbrido;
66B58233A438;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;19.990.000;22.990.000;3.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;Híbrido;
2A48C1ED6731;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;23.090.000;25.990.000;2.900.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;Híbrido;
B1FDBB82BA17;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;23.290.000;25.990.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;Híbrido;
68EF674DE48C;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;23.290.000;25.990.000;2.700.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;Híbrido;
E047C1A72B5C;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;23.690.000;25.990.000;2.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;Híbrido;
F3A3176CC7A6;801753AF;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;ELITE;;21.690.000;25.990.000;4.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;Híbrido;
E1B379018D65;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;21.990.000;25.990.000;4.000.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;Híbrido;
AD19FE3B5412;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;22.490.000;25.990.000;3.500.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;Híbrido;
A4976035E9EF;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;20.190.000;22.990.000;2.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2025;;;Híbrido;
DC617B1F3DF0;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;20.190.000;22.990.000;2.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2025;;;Híbrido;
6E2D103EE123;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;20.190.000;22.990.000;2.800.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2025;;;Híbrido;
2EA7F5326960;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;20.690.000;23.990.000;3.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-01-2026;;;Híbrido;
57355FF1CFDC;99327390;CHANGAN;CS55 PLUS PHEV ;CS55 PLUS PHEV ;LUXURY;;20.690.000;23.990.000;3.300.000;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2026;;;Híbrido;
85974A276A38;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;18.058.824;20.159.664;2.100.840;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2024;;;Pickup;
466A12BBCDB4;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.890.756;20.159.664;2.268.908;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-05-2024;;;Pickup;
03C53E6EF094;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;18.058.824;20.159.664;2.100.840;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-06-2024;;;Pickup;
137319D3B2F0;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;18.058.824;20.159.664;2.100.840;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-07-2024;;;Pickup;
C109726EA9EF;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.218.487;20.159.664;2.941.176;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2024;;;Pickup;
48D8B3E0BB5C;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.218.487;20.159.664;2.941.176;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2024;;;Pickup;
DA9B439DE02A;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;16.966.387;20.159.664;3.193.277;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-10-2024;;;Pickup;
4BC5BD7DF94F;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.134.454;20.159.664;3.025.210;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-11-2024;;;Pickup;
8F61D912807B;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.134.454;20.159.664;3.025.210;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-12-2024;;;Pickup;
5FC7F8B7CAEE;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.470.588;20.159.664;2.689.076;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-02-2025;;;Pickup;
1A94FB1C992F;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.554.622;20.159.664;2.605.042;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-03-2025;;;Pickup;
55A1982C5377;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.554.622;20.159.664;2.605.042;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2025;;;Pickup;
C94A7E5B23C9;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.554.622;20.159.664;2.605.042;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-05-2025;;;Pickup;
7C44950D0587;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.218.487;20.159.664;2.941.176;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-06-2025;;;Pickup;
154BC2D7BAE3;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;17.218.487;20.159.664;2.941.176;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-07-2025;;;Pickup;
4815E7B0421C;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;16.798.319;20.159.664;3.361.345;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-08-2025;;;Pickup;
5BB780577762;5A845C44;CHANGAN;Hunter;Hunter;COMFORT MT 2024 4x4;;16.798.319;20.159.664;3.361.345;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-09-2025;;;Pickup;
61D8FF733DE2;CC58197A;CHANGAN;Hunter;Hunter;COMFORT MT 4x2;;14.697.479;17.134.454;2.436.975;;;;Evolutivo_de_Precios_Chile2026.xlsx;01-04-2024;;;Pickup;
