UID,ID_Base,Categoría,Modelo Principal,Modelo,Submodelo,ctx_precio,precio_num,precio_lista_num,bono_num,Precio_Texto,fuente_texto_raw,Modelo_URL,Archivo_Origen,Fecha,Timestamp,estado,Tipo_Vehiculo
2919207cbc9b,kia|morning|morning-ex,Kia,Morning,Morning EX,Morning EX,financiamiento:marca,8340000.0,8840000.0,500000.0,$8.340.000,"Morning EX
$8.340.000

Precio con bono: $500,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2023-07-05,2023-07-05 00:00:00,vigente,City Car
28d3906a025f,kia|sportage|sportage-ex,Kia,Sportage,Sportage EX,Sportage EX,financiamiento:marca,27050000.0,27050000.0,0.0,$27.050.000,"Sportage EX
$27.050.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/kia/sportage,kia_data.csv,2025-11-01,2025-11-01 00:00:00,vigente,SUV
0459f2a8e750,mazda|mx-5|mx-5-miata-rf,Mazda,MX-5,MX-5 Miata RF,MX-5 Miata RF,financiamiento:marca,34530000.0,34530000.0,0.0,$34.530.000,"MX-5 Miata RF
$34.530.000

Precio con bono: $0
Tipo: Convertible
COTIZAR",https://www.ejemplo.com/autos/mazda/mx-5,mazda_data.csv,2025-07-30,2025-07-30 00:00:00,vigente,Convertible
61f047343d1b,bmw|z4|z4-sdrive20i,BMW,Z4,Z4 sDrive20i,Z4 sDrive20i,financiamiento:marca,59070000.0,63070000.0,4000000.0,$59.070.000,"Z4 sDrive20i
$59.070.000

Precio con bono: $4,000,000
Tipo: Convertible
COTIZAR",https://www.ejemplo.com/autos/bmw/z4,bmw_data.csv,2024-08-25,2024-08-25 00:00:00,vigente,Convertible
084ad5aa17fb,toyota|corolla|corolla-gli,Toyota,Corolla,Corolla GLI,Corolla GLI,financiamiento:marca,19980000.0,19980000.0,0.0,$19.980.000,"Corolla GLI
$19.980.000

Precio con bono: $0
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/toyota/corolla,toyota_data.csv,2025-06-06,2025-06-06 00:00:00,nuevo,Sedan
9722e93a1415,toyota|supra|gr-supra-2.0l,Toyota,Supra,GR Supra 2.0L,GR Supra 2.0L,financiamiento:marca,59850000.0,59850000.0,0.0,$59.850.000,"GR Supra 2.0L
$59.850.000

Precio con bono: $0
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/toyota/supra,toyota_data.csv,2024-01-27,2024-01-27 00:00:00,vigente,Coupé
9dffa11c06eb,bmw|serie-3|330i-m-sport,BMW,Serie 3,330i M Sport,330i M Sport,financiamiento:marca,49800000.0,50300000.0,500000.0,$49.800.000,"330i M Sport
$49.800.000

Precio con bono: $500,000
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/bmw/serie-3,bmw_data.csv,2025-09-08,2025-09-08 00:00:00,vigente,Sedan
5195462a198b,kia|morning|morning-ex,Kia,Morning,Morning EX,Morning EX,financiamiento:marca,9890000.0,9890000.0,0.0,$9.890.000,"Morning EX
$9.890.000

Precio con bono: $0
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2025-04-13,2025-04-13 00:00:00,vigente,City Car
514e2b15b567,bmw|serie-3-touring|330i-touring-m-sport,BMW,Serie 3 Touring,330i Touring M Sport,330i Touring M Sport,financiamiento:marca,50810000.0,50810000.0,0.0,$50.810.000,"330i Touring M Sport
$50.810.000

Precio con bono: $0
Tipo: Station Wagon
COTIZAR",https://www.ejemplo.com/autos/bmw/serie-3-touring,bmw_data.csv,2023-05-12,2023-05-12 00:00:00,vigente,Station Wagon
b2dc3bc0a0d6,chevrolet|spin|spin-activ-7,Chevrolet,Spin,Spin Activ 7,Spin Activ 7,financiamiento:marca,13230000.0,14730000.0,1500000.0,$13.230.000,"Spin Activ 7
$13.230.000

Precio con bono: $1,500,000
Tipo: Minivan
COTIZAR",https://www.ejemplo.com/autos/chevrolet/spin,chevrolet_data.csv,2024-08-02,2024-08-02 00:00:00,vigente,Minivan
da4a50d232dc,hyundai|tucson|tucson-gl,Hyundai,Tucson,Tucson GL,Tucson GL,financiamiento:marca,21030000.0,24030000.0,3000000.0,$21.030.000,"Tucson GL
$21.030.000

Precio con bono: $3,000,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/hyundai/tucson,hyundai_data.csv,2025-03-02,2025-03-02 00:00:00,por_llegar,SUV
a05e8a35ac8f,chevrolet|camaro|camaro-zl1,Chevrolet,Camaro,Camaro ZL1,Camaro ZL1,financiamiento:marca,41930000.0,44930000.0,3000000.0,$41.930.000,"Camaro ZL1
$41.930.000

Precio con bono: $3,000,000
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/chevrolet/camaro,chevrolet_data.csv,2023-12-21,2023-12-21 00:00:00,vigente,Coupé
c7696beb7782,ford|f-150|f-150-platinum,Ford,F-150,F-150 Platinum,F-150 Platinum,financiamiento:marca,47900000.0,51900000.0,4000000.0,$47.900.000,"F-150 Platinum
$47.900.000

Precio con bono: $4,000,000
Tipo: Pick up
COTIZAR",https://www.ejemplo.com/autos/ford/f-150,ford_data.csv,2024-06-05,2024-06-05 00:00:00,vigente,Pick up
f524dd646c87,chevrolet|camaro|camaro-ss,Chevrolet,Camaro,Camaro SS,Camaro SS,financiamiento:marca,43390000.0,43390000.0,0.0,$43.390.000,"Camaro SS
$43.390.000

Precio con bono: $0
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/chevrolet/camaro,chevrolet_data.csv,2023-01-29,2023-01-29 00:00:00,vigente,Coupé
714deb50e1db,mazda|mazda3|mazda3-sedan-v,Mazda,Mazda3,Mazda3 Sedan V,Mazda3 Sedan V,financiamiento:marca,17470000.0,20470000.0,3000000.0,$17.470.000,"Mazda3 Sedan V
$17.470.000

Precio con bono: $3,000,000
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/mazda/mazda3,mazda_data.csv,2024-12-20,2024-12-20 00:00:00,nuevo,Sedan
89744694f204,kia|morning|morning-lx,Kia,Morning,Morning LX,Morning LX,financiamiento:marca,7710000.0,8710000.0,1000000.0,$7.710.000,"Morning LX
$7.710.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2023-01-28,2023-01-28 00:00:00,vigente,City Car
6f20ff7cc3a0,mazda|cx-5|cx-5-r,Mazda,CX-5,CX-5 R,CX-5 R,financiamiento:marca,28080000.0,28080000.0,0.0,$28.080.000,"CX-5 R
$28.080.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/mazda/cx-5,mazda_data.csv,2025-01-20,2025-01-20 00:00:00,nuevo,SUV
9f132f71b025,chevrolet|onix|onix-turbo-premier,Chevrolet,Onix,Onix Turbo Premier,Onix Turbo Premier,financiamiento:marca,12720000.0,13720000.0,1000000.0,$12.720.000,"Onix Turbo Premier
$12.720.000

Precio con bono: $1,000,000
Tipo: Hatchback
COTIZAR",https://www.ejemplo.com/autos/chevrolet/onix,chevrolet_data.csv,2024-04-15,2024-04-15 00:00:00,vigente,Hatchback
d27b6d711fe2,ford|mustang|mustang-gt-5.0,Ford,Mustang,Mustang GT 5.0,Mustang GT 5.0,financiamiento:marca,44820000.0,45320000.0,500000.0,$44.820.000,"Mustang GT 5.0
$44.820.000

Precio con bono: $500,000
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/ford/mustang,ford_data.csv,2024-08-06,2024-08-06 00:00:00,vigente,Coupé
92942b891036,suzuki|jimny|jimny-5-puertas,Suzuki,Jimny,Jimny 5 Puertas,Jimny 5 Puertas,financiamiento:marca,17680000.0,17680000.0,0.0,$17.680.000,"Jimny 5 Puertas
$17.680.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/suzuki/jimny,suzuki_data.csv,2024-10-08,2024-10-08 00:00:00,por_llegar,SUV
5d2a9f25318c,ford|explorer|explorer-limited,Ford,Explorer,Explorer Limited,Explorer Limited,financiamiento:marca,42620000.0,42620000.0,0.0,$42.620.000,"Explorer Limited
$42.620.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/ford/explorer,ford_data.csv,2023-12-31,2023-12-31 00:00:00,nuevo,SUV
7e0126d17b34,chevrolet|tracker|tracker-premier-at,Chevrolet,Tracker,Tracker Premier AT,Tracker Premier AT,financiamiento:marca,17960000.0,19460000.0,1500000.0,$17.960.000,"Tracker Premier AT
$17.960.000

Precio con bono: $1,500,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/chevrolet/tracker,chevrolet_data.csv,2025-12-25,2025-12-25 00:00:00,vigente,SUV
745e28db711d,mazda|mazda3|mazda3-gtx,Mazda,Mazda3,Mazda3 GTX,Mazda3 GTX,financiamiento:marca,19950000.0,19950000.0,0.0,$19.950.000,"Mazda3 GTX
$19.950.000

Precio con bono: $0
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/mazda/mazda3,mazda_data.csv,2023-03-25,2023-03-25 00:00:00,vigente,Sedan
6370419a4279,bmw|z4|z4-sdrive20i,BMW,Z4,Z4 sDrive20i,Z4 sDrive20i,financiamiento:marca,65240000.0,66740000.0,1500000.0,$65.240.000,"Z4 sDrive20i
$65.240.000

Precio con bono: $1,500,000
Tipo: Convertible
COTIZAR",https://www.ejemplo.com/autos/bmw/z4,bmw_data.csv,2025-09-23,2025-09-23 00:00:00,por_llegar,Convertible
3b1382f46ace,mazda|mazda3|mazda3-sport,Mazda,Mazda3,Mazda3 Sport,Mazda3 Sport,financiamiento:marca,20730000.0,20730000.0,0.0,$20.730.000,"Mazda3 Sport
$20.730.000

Precio con bono: $0
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/mazda/mazda3,mazda_data.csv,2023-11-21,2023-11-21 00:00:00,vigente,Sedan
4108a3208b29,bmw|z4|z4-m40i,BMW,Z4,Z4 M40i,Z4 M40i,financiamiento:marca,58160000.0,58160000.0,0.0,$58.160.000,"Z4 M40i
$58.160.000

Precio con bono: $0
Tipo: Convertible
COTIZAR",https://www.ejemplo.com/autos/bmw/z4,bmw_data.csv,2023-07-03,2023-07-03 00:00:00,nuevo,Convertible
84036128730c,toyota|rav4|rav4-xle,Toyota,RAV4,RAV4 XLE,RAV4 XLE,financiamiento:marca,24830000.0,25330000.0,500000.0,$24.830.000,"RAV4 XLE
$24.830.000

Precio con bono: $500,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/toyota/rav4,toyota_data.csv,2023-08-07,2023-08-07 00:00:00,por_llegar,SUV
ab571feccf38,mazda|mazda3|mazda3-sedan-v,Mazda,Mazda3,Mazda3 Sedan V,Mazda3 Sedan V,financiamiento:marca,20770000.0,20770000.0,0.0,$20.770.000,"Mazda3 Sedan V
$20.770.000

Precio con bono: $0
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/mazda/mazda3,mazda_data.csv,2023-12-01,2023-12-01 00:00:00,vigente,Sedan
911634b7a34e,hyundai|grand-i10|grand-i10-hb-gls,Hyundai,Grand i10,Grand i10 HB GLS,Grand i10 HB GLS,financiamiento:marca,9330000.0,10330000.0,1000000.0,$9.330.000,"Grand i10 HB GLS
$9.330.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/hyundai/grand-i10,hyundai_data.csv,2025-05-23,2025-05-23 00:00:00,vigente,City Car
92225804a2e8,ford|mustang|mustang-gt-5.0,Ford,Mustang,Mustang GT 5.0,Mustang GT 5.0,financiamiento:marca,40910000.0,40910000.0,0.0,$40.910.000,"Mustang GT 5.0
$40.910.000

Precio con bono: $0
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/ford/mustang,ford_data.csv,2023-06-19,2023-06-19 00:00:00,vigente,Coupé
affcbc9f7c1f,kia|morning|morning-ex,Kia,Morning,Morning EX,Morning EX,financiamiento:marca,8010000.0,9010000.0,1000000.0,$8.010.000,"Morning EX
$8.010.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2023-01-06,2023-01-06 00:00:00,vigente,City Car
50a183b04c85,hyundai|tucson|tucson-tl,Hyundai,Tucson,Tucson TL,Tucson TL,financiamiento:marca,22680000.0,23680000.0,1000000.0,$22.680.000,"Tucson TL
$22.680.000

Precio con bono: $1,000,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/hyundai/tucson,hyundai_data.csv,2024-11-28,2024-11-28 00:00:00,por_llegar,SUV
551060cbdb96,chevrolet|camaro|camaro-coupé-v8,Chevrolet,Camaro,Camaro Coupé V8,Camaro Coupé V8,financiamiento:marca,43710000.0,43710000.0,0.0,$43.710.000,"Camaro Coupé V8
$43.710.000

Precio con bono: $0
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/chevrolet/camaro,chevrolet_data.csv,2023-12-29,2023-12-29 00:00:00,nuevo,Coupé
720defeedac6,kia|morning|morning-ex,Kia,Morning,Morning EX,Morning EX,financiamiento:marca,9190000.0,10190000.0,1000000.0,$9.190.000,"Morning EX
$9.190.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2025-04-03,2025-04-03 00:00:00,vigente,City Car
116e1e4732eb,toyota|yaris|yaris-hatchback-gli,Toyota,Yaris,Yaris Hatchback GLI,Yaris Hatchback GLI,financiamiento:marca,10760000.0,12260000.0,1500000.0,$10.760.000,"Yaris Hatchback GLI
$10.760.000

Precio con bono: $1,500,000
Tipo: Hatchback
COTIZAR",https://www.ejemplo.com/autos/toyota/yaris,toyota_data.csv,2024-04-20,2024-04-20 00:00:00,vigente,Hatchback
1b47884bd87b,chevrolet|tracker|tracker-ls-mt,Chevrolet,Tracker,Tracker LS MT,Tracker LS MT,financiamiento:marca,15620000.0,16620000.0,1000000.0,$15.620.000,"Tracker LS MT
$15.620.000

Precio con bono: $1,000,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/chevrolet/tracker,chevrolet_data.csv,2024-03-21,2024-03-21 00:00:00,por_llegar,SUV
5bb138e15d4b,suzuki|swift|swift-gl,Suzuki,Swift,Swift GL,Swift GL,financiamiento:marca,11710000.0,11710000.0,0.0,$11.710.000,"Swift GL
$11.710.000

Precio con bono: $0
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/suzuki/swift,suzuki_data.csv,2025-06-19,2025-06-19 00:00:00,vigente,City Car
5b005e813c7c,kia|morning|morning-ex,Kia,Morning,Morning EX,Morning EX,financiamiento:marca,8000000.0,9000000.0,1000000.0,$8.000.000,"Morning EX
$8.000.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2023-10-12,2023-10-12 00:00:00,por_llegar,City Car
820eca1eb581,suzuki|swift|swift-sport-turbo,Suzuki,Swift,Swift Sport Turbo,Swift Sport Turbo,financiamiento:marca,11670000.0,11670000.0,0.0,$11.670.000,"Swift Sport Turbo
$11.670.000

Precio con bono: $0
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/suzuki/swift,suzuki_data.csv,2024-04-02,2024-04-02 00:00:00,por_llegar,City Car
a2ea2b95e4bd,mazda|mazda3|mazda3-sport,Mazda,Mazda3,Mazda3 Sport,Mazda3 Sport,financiamiento:marca,19020000.0,21020000.0,2000000.0,$19.020.000,"Mazda3 Sport
$19.020.000

Precio con bono: $2,000,000
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/mazda/mazda3,mazda_data.csv,2024-05-23,2024-05-23 00:00:00,vigente,Sedan
014aaea57bd0,suzuki|jimny|jimny-gl,Suzuki,Jimny,Jimny GL,Jimny GL,financiamiento:marca,16240000.0,16240000.0,0.0,$16.240.000,"Jimny GL
$16.240.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/suzuki/jimny,suzuki_data.csv,2023-02-18,2023-02-18 00:00:00,vigente,SUV
e9b0968d0c09,ford|mustang|mustang-mach-1,Ford,Mustang,Mustang Mach 1,Mustang Mach 1,financiamiento:marca,43810000.0,46810000.0,3000000.0,$43.810.000,"Mustang Mach 1
$43.810.000

Precio con bono: $3,000,000
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/ford/mustang,ford_data.csv,2025-12-31,2025-12-31 00:00:00,nuevo,Coupé
58da3cc13a07,toyota|hilux|hilux-gr-sport,Toyota,Hilux,Hilux GR-Sport,Hilux GR-Sport,financiamiento:marca,28030000.0,30030000.0,2000000.0,$28.030.000,"Hilux GR-Sport
$28.030.000

Precio con bono: $2,000,000
Tipo: Pick up
COTIZAR",https://www.ejemplo.com/autos/toyota/hilux,toyota_data.csv,2023-10-31,2023-10-31 00:00:00,vigente,Pick up
45e338389994,suzuki|jimny|jimny-glx,Suzuki,Jimny,Jimny GLX,Jimny GLX,financiamiento:marca,16570000.0,17570000.0,1000000.0,$16.570.000,"Jimny GLX
$16.570.000

Precio con bono: $1,000,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/suzuki/jimny,suzuki_data.csv,2024-04-10,2024-04-10 00:00:00,vigente,SUV
e9cdd841752e,hyundai|tucson|tucson-gl,Hyundai,Tucson,Tucson GL,Tucson GL,financiamiento:marca,21690000.0,24690000.0,3000000.0,$21.690.000,"Tucson GL
$21.690.000

Precio con bono: $3,000,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/hyundai/tucson,hyundai_data.csv,2025-04-29,2025-04-29 00:00:00,por_llegar,SUV
272d977f8026,hyundai|tucson|tucson-tl,Hyundai,Tucson,Tucson TL,Tucson TL,financiamiento:marca,25080000.0,25080000.0,0.0,$25.080.000,"Tucson TL
$25.080.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/hyundai/tucson,hyundai_data.csv,2024-11-28,2024-11-28 00:00:00,por_llegar,SUV
bea3c7401e07,ford|f-150|f-150-raptor,Ford,F-150,F-150 Raptor,F-150 Raptor,financiamiento:marca,51120000.0,54120000.0,3000000.0,$51.120.000,"F-150 Raptor
$51.120.000

Precio con bono: $3,000,000
Tipo: Pick up
COTIZAR",https://www.ejemplo.com/autos/ford/f-150,ford_data.csv,2025-05-07,2025-05-07 00:00:00,vigente,Pick up
75599607e4c2,toyota|corolla|corolla-gli,Toyota,Corolla,Corolla GLI,Corolla GLI,financiamiento:marca,17640000.0,17640000.0,0.0,$17.640.000,"Corolla GLI
$17.640.000

Precio con bono: $0
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/toyota/corolla,toyota_data.csv,2024-07-09,2024-07-09 00:00:00,vigente,Sedan
925933b8a286,bmw|serie-3|320i,BMW,Serie 3,320i,320i,financiamiento:marca,46830000.0,46830000.0,0.0,$46.830.000,"320i
$46.830.000

Precio con bono: $0
Tipo: Sedan
COTIZAR",https://www.ejemplo.com/autos/bmw/serie-3,bmw_data.csv,2024-04-19,2024-04-19 00:00:00,nuevo,Sedan
84fd13a008d8,mazda|cx-5|cx-5-gt,Mazda,CX-5,CX-5 GT,CX-5 GT,financiamiento:marca,23090000.0,26090000.0,3000000.0,$23.090.000,"CX-5 GT
$23.090.000

Precio con bono: $3,000,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/mazda/cx-5,mazda_data.csv,2023-09-20,2023-09-20 00:00:00,por_llegar,SUV
1e332732cf72,hyundai|grand-i10|grand-i10-hb-gls,Hyundai,Grand i10,Grand i10 HB GLS,Grand i10 HB GLS,financiamiento:marca,8920000.0,9920000.0,1000000.0,$8.920.000,"Grand i10 HB GLS
$8.920.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/hyundai/grand-i10,hyundai_data.csv,2023-10-09,2023-10-09 00:00:00,por_llegar,City Car
b2a659373819,suzuki|swift|swift-glx,Suzuki,Swift,Swift GLX,Swift GLX,financiamiento:marca,11130000.0,11630000.0,500000.0,$11.130.000,"Swift GLX
$11.130.000

Precio con bono: $500,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/suzuki/swift,suzuki_data.csv,2025-01-25,2025-01-25 00:00:00,nuevo,City Car
cf382c99ac67,kia|morning|morning-lx,Kia,Morning,Morning LX,Morning LX,financiamiento:marca,9820000.0,9820000.0,0.0,$9.820.000,"Morning LX
$9.820.000

Precio con bono: $0
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2025-06-15,2025-06-15 00:00:00,vigente,City Car
859e716e01ee,toyota|supra|gr-supra-2.0l,Toyota,Supra,GR Supra 2.0L,GR Supra 2.0L,financiamiento:marca,59280000.0,59280000.0,0.0,$59.280.000,"GR Supra 2.0L
$59.280.000

Precio con bono: $0
Tipo: Coupé
COTIZAR",https://www.ejemplo.com/autos/toyota/supra,toyota_data.csv,2024-02-15,2024-02-15 00:00:00,nuevo,Coupé
ebfda143b9f3,ford|explorer|explorer-xlt,Ford,Explorer,Explorer XLT,Explorer XLT,financiamiento:marca,45100000.0,45100000.0,0.0,$45.100.000,"Explorer XLT
$45.100.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/ford/explorer,ford_data.csv,2024-02-12,2024-02-12 00:00:00,vigente,SUV
979e37471fe9,suzuki|jimny|jimny-5-puertas,Suzuki,Jimny,Jimny 5 Puertas,Jimny 5 Puertas,financiamiento:marca,16230000.0,16730000.0,500000.0,$16.230.000,"Jimny 5 Puertas
$16.230.000

Precio con bono: $500,000
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/suzuki/jimny,suzuki_data.csv,2024-01-26,2024-01-26 00:00:00,por_llegar,SUV
400161fce4ec,mazda|mx-5|mx-5-miata-rf,Mazda,MX-5,MX-5 Miata RF,MX-5 Miata RF,financiamiento:marca,30830000.0,32830000.0,2000000.0,$30.830.000,"MX-5 Miata RF
$30.830.000

Precio con bono: $2,000,000
Tipo: Convertible
COTIZAR",https://www.ejemplo.com/autos/mazda/mx-5,mazda_data.csv,2024-08-17,2024-08-17 00:00:00,vigente,Convertible
a2292fe6ab83,bmw|serie-3-touring|330i-touring-m-sport,BMW,Serie 3 Touring,330i Touring M Sport,330i Touring M Sport,financiamiento:marca,55040000.0,55540000.0,500000.0,$55.040.000,"330i Touring M Sport
$55.040.000

Precio con bono: $500,000
Tipo: Station Wagon
COTIZAR",https://www.ejemplo.com/autos/bmw/serie-3-touring,bmw_data.csv,2025-04-28,2025-04-28 00:00:00,vigente,Station Wagon
2560c976d344,toyota|rav4|rav4-le,Toyota,RAV4,RAV4 LE,RAV4 LE,financiamiento:marca,25510000.0,25510000.0,0.0,$25.510.000,"RAV4 LE
$25.510.000

Precio con bono: $0
Tipo: SUV
COTIZAR",https://www.ejemplo.com/autos/toyota/rav4,toyota_data.csv,2023-02-08,2023-02-08 00:00:00,por_llegar,SUV
71f0509d0655,kia|morning|morning-lx,Kia,Morning,Morning LX,Morning LX,financiamiento:marca,9320000.0,10320000.0,1000000.0,$9.320.000,"Morning LX
$9.320.000

Precio con bono: $1,000,000
Tipo: City Car
COTIZAR",https://www.ejemplo.com/autos/kia/morning,kia_data.csv,2025-07-02,2025-07-02 00:00:00,vigente,City Car
