UID;ID_Base;Categoría;Modelo Principal;Modelo;Submodelo;ctx_precio;precio_num;precio_lista_num;bono_num;Precio_Texto;fuente_texto_raw;Modelo_URL;Archivo_Origen;Fecha;Timestamp;texto_base_tipo;Tipo_Vehiculo;estado
;;Ford;EXPLORER;ACTIVE 2.3L;4X6;;45.890.000;48.490.000;2.600.000;;;;;01-02-2026;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.390.000;54.190.000;3.800.000;;;;;01-01-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.490.000;54.290.000;3.800.000;;;;;01-02-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.590.000;54.390.000;3.800.000;;;;;01-03-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.690.000;54.490.000;3.800.000;;;;;01-04-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.790.000;54.590.000;3.800.000;;;;;01-05-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.890.000;54.690.000;3.800.000;;;;;01-06-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.990.000;54.790.000;3.800.000;;;;;01-07-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.890.000;54.690.000;3.800.000;;;;;01-08-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.790.000;54.590.000;3.800.000;;;;;01-09-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.590.000;54.390.000;3.800.000;;;;;01-10-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.390.000;54.190.000;3.800.000;;;;;01-11-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;50.090.000;53.890.000;3.800.000;;;;;01-12-2025;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;49.890.000;53.690.000;3.800.000;;;;;01-01-2026;;;;
;;Ford;EXPLORER;PLATINUM 2.3L;ECOBOOST;;49.690.000;53.490.000;3.800.000;;;;;01-02-2026;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;28.990.000;29.990.000;1.000.000;;;;;01-01-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.090.000;30.090.000;1.000.000;;;;;01-02-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.190.000;30.190.000;1.000.000;;;;;01-03-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.290.000;30.290.000;1.000.000;;;;;01-04-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.390.000;30.390.000;1.000.000;;;;;01-05-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.490.000;30.490.000;1.000.000;;;;;01-06-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.590.000;30.590.000;1.000.000;;;;;01-07-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.490.000;30.490.000;1.000.000;;;;;01-08-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.390.000;30.390.000;1.000.000;;;;;01-09-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;29.190.000;30.190.000;1.000.000;;;;;01-10-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;28.990.000;29.990.000;1.000.000;;;;;01-11-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;28.790.000;29.790.000;1.000.000;;;;;01-12-2025;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;28.590.000;29.590.000;1.000.000;;;;;01-01-2026;;;;
;;Peugeot;5008 MHEV;ALLURE 136 HP AT;ALLURE;;28.490.000;29.490.000;1.000.000;;;;;01-02-2026;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.490.000;36.490.000;1.000.000;;;;;01-01-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.590.000;36.590.000;1.000.000;;;;;01-02-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.690.000;36.690.000;1.000.000;;;;;01-03-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.790.000;36.790.000;1.000.000;;;;;01-04-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.890.000;36.890.000;1.000.000;;;;;01-05-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.990.000;36.990.000;1.000.000;;;;;01-06-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;36.090.000;37.090.000;1.000.000;;;;;01-07-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.990.000;36.990.000;1.000.000;;;;;01-08-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.890.000;36.890.000;1.000.000;;;;;01-09-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.690.000;36.690.000;1.000.000;;;;;01-10-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.490.000;36.490.000;1.000.000;;;;;01-11-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.290.000;36.290.000;1.000.000;;;;;01-12-2025;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;35.090.000;36.090.000;1.000.000;;;;;01-01-2026;;;;
;;Peugeot;5008 MHEV;GT 136 HP AT;GT;;34.990.000;35.990.000;1.000.000;;;;;01-02-2026;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.490.000;31.490.000;1.000.000;;;;;01-01-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.590.000;31.590.000;1.000.000;;;;;01-02-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.690.000;31.690.000;1.000.000;;;;;01-03-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.790.000;31.790.000;1.000.000;;;;;01-04-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.890.000;31.890.000;1.000.000;;;;;01-05-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.990.000;31.990.000;1.000.000;;;;;01-06-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;31.090.000;32.090.000;1.000.000;;;;;01-07-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.990.000;31.990.000;1.000.000;;;;;01-08-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.890.000;31.890.000;1.000.000;;;;;01-09-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.690.000;31.690.000;1.000.000;;;;;01-10-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.490.000;31.490.000;1.000.000;;;;;01-11-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.290.000;31.290.000;1.000.000;;;;;01-12-2025;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;30.090.000;31.090.000;1.000.000;;;;;01-01-2026;;;;
;;Ssangyong;REXTON;LX 2.2TD 8AT 2WD 2AB;LX;;29.990.000;30.990.000;1.000.000;;;;;01-02-2026;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.190.000;35.690.000;1.500.000;;;;;01-01-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.290.000;35.790.000;1.500.000;;;;;01-02-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.390.000;35.890.000;1.500.000;;;;;01-03-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.490.000;35.990.000;1.500.000;;;;;01-04-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.590.000;36.090.000;1.500.000;;;;;01-05-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.690.000;36.190.000;1.500.000;;;;;01-06-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.790.000;36.290.000;1.500.000;;;;;01-07-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.690.000;36.190.000;1.500.000;;;;;01-08-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.590.000;36.090.000;1.500.000;;;;;01-09-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.390.000;35.890.000;1.500.000;;;;;01-10-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;34.190.000;35.690.000;1.500.000;;;;;01-11-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;33.990.000;35.490.000;1.500.000;;;;;01-12-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;33.790.000;35.290.000;1.500.000;;;;;01-01-2026;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD;GLX;;33.690.000;35.190.000;1.500.000;;;;;01-02-2026;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.490.000;35.990.000;1.500.000;;;;;01-01-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.590.000;36.090.000;1.500.000;;;;;01-02-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.690.000;36.190.000;1.500.000;;;;;01-03-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.790.000;36.290.000;1.500.000;;;;;01-04-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.890.000;36.390.000;1.500.000;;;;;01-05-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.990.000;36.490.000;1.500.000;;;;;01-06-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;35.090.000;36.590.000;1.500.000;;;;;01-07-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.990.000;36.490.000;1.500.000;;;;;01-08-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.890.000;36.390.000;1.500.000;;;;;01-09-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.690.000;36.190.000;1.500.000;;;;;01-10-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.490.000;35.990.000;1.500.000;;;;;01-11-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.290.000;35.790.000;1.500.000;;;;;01-12-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;34.090.000;35.590.000;1.500.000;;;;;01-01-2026;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 2WD 6AB;GLX;;33.990.000;35.490.000;1.500.000;;;;;01-02-2026;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.190.000;37.690.000;1.500.000;;;;;01-01-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.290.000;37.790.000;1.500.000;;;;;01-02-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.390.000;37.890.000;1.500.000;;;;;01-03-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.490.000;37.990.000;1.500.000;;;;;01-04-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.590.000;38.090.000;1.500.000;;;;;01-05-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.690.000;38.190.000;1.500.000;;;;;01-06-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.790.000;38.290.000;1.500.000;;;;;01-07-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.690.000;38.190.000;1.500.000;;;;;01-08-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.590.000;38.090.000;1.500.000;;;;;01-09-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.390.000;37.890.000;1.500.000;;;;;01-10-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;36.190.000;37.690.000;1.500.000;;;;;01-11-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;35.990.000;37.490.000;1.500.000;;;;;01-12-2025;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;35.790.000;37.290.000;1.500.000;;;;;01-01-2026;;;;
;;Ssangyong;REXTON;GLX 2.2 TD 8AT 4WD 6AB;GLX;;35.690.000;37.190.000;1.500.000;;;;;01-02-2026;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.190.000;42.690.000;1.500.000;;;;;01-01-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.290.000;42.790.000;1.500.000;;;;;01-02-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.390.000;42.890.000;1.500.000;;;;;01-03-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.490.000;42.990.000;1.500.000;;;;;01-04-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.590.000;43.090.000;1.500.000;;;;;01-05-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.690.000;43.190.000;1.500.000;;;;;01-06-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.790.000;43.290.000;1.500.000;;;;;01-07-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.690.000;43.190.000;1.500.000;;;;;01-08-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.590.000;43.090.000;1.500.000;;;;;01-09-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.390.000;42.890.000;1.500.000;;;;;01-10-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;41.190.000;42.690.000;1.500.000;;;;;01-11-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;40.990.000;42.490.000;1.500.000;;;;;01-12-2025;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;40.790.000;42.290.000;1.500.000;;;;;01-01-2026;;;;
;;Ssangyong;REXTON;LIMITED 2.2 TD 8AT 4WD 9AB;LIMITED;;40.690.000;42.190.000;1.500.000;;;;;01-02-2026;;;;
;;Ssangyong;REXTON;LIMITED PLUS 2.2 TD 8AT 4WD AB;LIMITED PLUS;;46.190.000;48.190.000;2.000.000;;;;;01-01-2025;;;;
;;Ssangyong;REXTON;LIMITED PLUS 2.2 TD 8AT 4WD AB;LIMITED PLUS;;46.290.000;48.290.000;2.000.000;;;;;01-02-2025;;;;
;;Ssangyong;REXTON;LIMITED PLUS 2.2 TD 8AT 4WD AB;LIMITED PLUS;;46.390.000;48.390.000;2.000.000;;;;;01-03-2025;;;;
;;Ssangyong;REXTON;LIMITED PLUS 2.2 TD 8AT 4WD AB;LIMITED PLUS;;46.490.000;48.490.000;2.000.000;;;;;01-04-2025;;;;
